wx,wy,wz,nx,ny,nz,tx,ty,tz,class
5.622,11.489,-12.665,2.264,6.114,6.947,-1.518,7.809,4.496,tabletennis
5.74,11.481,-12.78,2.264,6.114,6.947,-1.587,7.578,4.526,tabletennis
5.692,11.126,-12.968,1.999,6.164,6.9,-1.877,7.485,4.614,tabletennis
5.425,10.513,-13.222,1.82,6.239,6.815,-2.254,7.653,4.703,tabletennis
4.897,9.872,-13.479,1.715,6.468,6.681,-2.662,7.798,4.83,tabletennis
4.531,9.416,-13.677,1.664,6.9,6.533,-2.966,7.867,4.826,tabletennis
4.731,9.118,-13.809,1.609,7.435,6.369,-3.043,7.957,4.629,tabletennis
5.177,8.848,-13.85,1.571,7.901,6.263,-2.992,8.079,4.44,tabletennis
5.514,8.466,-13.946,1.448,8.267,6.211,-2.842,8.218,4.277,tabletennis
5.843,8.253,-14.092,1.192,8.552,6.311,-2.616,8.29,4.116,tabletennis
6.256,7.973,-13.786,0.761,8.675,6.494,-2.467,8.248,3.858,tabletennis
6.51,7.664,-13.023,0.205,8.468,6.624,-2.636,8.132,3.534,tabletennis
6.41,7.538,-11.928,-0.407,7.974,6.603,-3.106,8.001,3.32,tabletennis
5.829,8.368,-11.908,-0.966,7.408,6.53,-3.595,7.875,3.291,tabletennis
6.375,7.071,-7.035,-1.39,6.979,6.383,-3.932,7.847,3.425,tabletennis
3.845,8.478,-7.465,-1.621,6.779,6.206,-4.114,7.998,3.551,tabletennis
5.411,8.335,-6.096,-1.659,6.762,6.065,-4.047,8.189,3.672,tabletennis
4.608,8.127,-4.201,-1.553,6.809,6.031,-3.851,8.261,3.729,tabletennis
2.862,8.351,-2.835,-1.426,6.828,6.081,-3.657,8.358,3.693,tabletennis
3.148,8.598,-1.784,-1.318,6.852,6.148,-3.395,8.539,3.638,tabletennis
3.27,9.014,-0.977,-1.29,6.895,6.184,-3.097,8.718,3.493,tabletennis
2.515,9.434,-0.473,-1.352,6.99,6.185,-2.66,8.915,3.377,tabletennis
1.787,9.72,-0.016,-1.45,7.107,6.232,-2.291,9.018,3.309,tabletennis
1.237,9.881,0.389,-1.556,7.162,6.393,-2.322,9.115,3.227,tabletennis
0.779,9.967,0.612,-1.597,7.057,6.552,-2.699,9.279,3.179,tabletennis
0.322,9.999,0.704,-1.517,6.864,6.604,-3.103,9.352,3.127,tabletennis
-0.129,9.846,0.681,-1.33,6.724,6.586,-3.342,9.239,3.035,tabletennis
-0.608,9.556,0.548,-1.094,6.68,6.6,-3.415,9.026,2.977,tabletennis
-1.002,9.252,0.388,-0.834,6.754,6.675,-3.336,8.82,3.014,tabletennis
-1.062,8.917,0.26,-0.594,6.844,6.755,-3.218,8.545,3.051,tabletennis
-0.942,8.616,0.059,-0.454,6.886,6.767,-3.263,8.319,3.075,tabletennis
-0.867,8.422,-0.182,-0.45,6.871,6.698,-3.591,8.382,3.089,tabletennis
-0.746,8.368,-0.482,-0.517,6.885,6.606,-3.922,8.594,3.169,tabletennis
-0.494,8.454,-0.882,-0.615,6.906,6.489,-3.997,8.738,3.165,tabletennis
-0.274,8.496,-1.45,-0.715,6.936,6.335,-3.776,8.851,3.124,tabletennis
-0.127,8.631,-2.14,-0.778,7.017,6.179,-3.349,8.995,3.206,tabletennis
0.365,8.982,-2.756,-0.892,7.078,6.084,-2.905,9.111,3.25,tabletennis
1.36,9.21,-3.001,-1.068,7.156,5.993,-2.507,9.194,3.154,tabletennis
2.392,9.173,-2.974,-1.273,7.221,5.891,-2.184,9.267,2.996,tabletennis
3.069,9.131,-3.018,-1.401,7.295,5.742,-1.822,9.185,2.889,tabletennis
3.478,9.068,-3.223,-1.398,7.35,5.593,-1.615,8.823,2.795,tabletennis
3.944,9.038,-3.577,-1.239,7.392,5.453,-1.706,8.516,2.771,tabletennis
4.389,9.05,-4.052,-0.935,7.476,5.325,-1.975,8.496,2.867,tabletennis
4.571,9.006,-4.641,-0.532,7.568,5.21,-2.215,8.654,3.083,tabletennis
4.526,8.817,-5.215,-0.134,7.615,5.101,-2.362,8.85,3.292,tabletennis
4.584,8.487,-5.675,0.139,7.611,5.028,-2.495,9.044,3.407,tabletennis
4.98,8.116,-6.124,0.187,7.594,5.034,-2.635,9.081,3.443,tabletennis
5.751,7.617,-6.518,0.035,7.588,5.034,-2.835,8.918,3.389,tabletennis
6.598,6.899,-6.871,-0.17,7.643,4.938,-3.09,8.659,3.193,tabletennis
7.391,5.871,-7.252,-0.298,7.763,4.792,-3.244,8.367,2.85,tabletennis
7.922,4.84,-7.858,-0.265,7.849,4.671,-3.238,8.121,2.555,tabletennis
8.302,3.991,-8.592,-0.075,7.888,4.592,-3.245,8.047,2.452,tabletennis
8.569,3.655,-9.713,0.111,7.867,4.597,-3.244,8.207,2.466,tabletennis
8.613,3.658,-11.094,0.174,7.881,4.52,-3.158,8.51,2.606,tabletennis
8.334,3.838,-12.406,0.14,7.952,4.468,-2.975,8.812,2.775,tabletennis
7.833,4.253,-13.507,0.059,7.957,4.548,-2.715,9.025,2.881,tabletennis
7.521,4.806,-14.24,-0.035,7.884,4.685,-2.491,9.098,2.897,tabletennis
7.661,5.383,-14.524,-0.066,7.831,4.739,-2.357,9.068,2.868,tabletennis
7.782,5.674,-14.668,-0.035,7.831,4.688,-2.33,9.006,2.854,tabletennis
7.411,5.642,-14.894,0.036,7.835,4.587,-2.331,8.89,2.771,tabletennis
6.954,5.282,-15.361,0.121,7.819,4.53,-2.401,8.742,2.678,tabletennis
6.652,4.84,-15.925,0.195,7.749,4.557,-2.586,8.612,2.598,tabletennis
6.197,4.14,-16.288,0.194,7.569,4.563,-2.853,8.584,2.549,tabletennis
5.796,3.03,-16.606,0.13,7.393,4.591,-3.079,8.639,2.6,tabletennis
5.768,2.021,-16.849,-0.048,7.271,4.696,-3.23,8.697,2.751,tabletennis
5.859,0.991,-17.052,-0.213,7.294,4.821,-3.282,8.701,2.988,tabletennis
5.772,-0.35,-17.298,-0.345,7.58,5.064,-3.233,8.637,3.196,tabletennis
5.29,-1.668,-17.673,-0.421,8.052,5.414,-3.095,8.531,3.302,tabletennis
4.9,-2.878,-18.195,-0.447,8.381,5.83,-2.938,8.438,3.298,tabletennis
4.854,-3.814,-18.659,-0.36,8.383,6.127,-2.851,8.344,3.146,tabletennis
4.839,-4.175,-19.015,-0.034,8.046,6.394,-2.925,8.31,2.884,tabletennis
5.103,-3.877,-19.348,0.487,7.496,6.705,-3.177,8.383,2.77,tabletennis
5.382,-2.966,-19.616,1.135,6.949,6.991,-3.512,8.563,2.848,tabletennis
5.248,-1.489,-19.752,1.687,6.589,7.134,-3.705,8.741,3.031,tabletennis
5.236,0.257,-19.671,2.116,6.491,7.101,-3.681,8.821,3.214,tabletennis
5.58,2.154,-19.128,2.253,6.721,7.029,-3.536,8.793,3.369,tabletennis
6.377,3.651,-18.219,2.081,7.136,6.932,-3.379,8.744,3.42,tabletennis
6.839,4.288,-16.937,1.733,7.549,6.879,-3.243,8.654,3.379,tabletennis
6.372,4.469,-15.62,1.386,7.841,6.954,-3.121,8.499,3.327,tabletennis
5.63,4.35,-14.176,1.161,7.885,7.064,-3.035,8.249,3.359,tabletennis
4.875,4.102,-12.409,1.113,8.006,7.128,-3.002,7.939,3.515,tabletennis
4.177,3.827,-10.505,1.21,8.264,7.288,-3.006,7.66,3.8,tabletennis
3.092,4.614,-10.204,1.387,8.584,7.445,-3.103,7.42,4.158,tabletennis
3.448,2.383,-3.576,1.633,8.772,7.594,-3.303,7.324,4.596,tabletennis
1.891,4.592,-5.059,1.951,8.702,7.75,-3.487,7.42,5.007,tabletennis
5.601,3.673,-3.87,2.231,8.444,7.798,-3.499,7.597,5.26,tabletennis
4.081,3.718,-2.717,2.359,8.368,7.727,-3.308,7.802,5.41,tabletennis
2.533,3.845,-2.078,2.34,8.407,7.585,-2.919,7.997,5.456,tabletennis
4.088,3.926,-1.644,2.286,8.392,7.416,-2.389,8.14,5.504,tabletennis
4.393,3.831,-1.344,2.237,8.189,7.363,-1.876,8.246,5.695,tabletennis
3.737,3.743,-1.207,2.108,7.926,7.415,-1.522,8.37,6.032,tabletennis
3.462,3.584,-1.189,2.108,7.772,7.453,-1.25,8.424,6.527,tabletennis
3.241,3.496,-1.222,1.566,7.707,7.424,-0.886,8.411,7.082,tabletennis
3.197,3.487,-1.255,1.601,7.572,7.338,-0.334,8.364,7.618,tabletennis
3.32,3.523,-1.304,1.343,7.307,7.174,0.329,8.341,8.022,tabletennis
3.32,3.655,-1.422,1.15,7.001,6.97,0.964,8.358,8.343,tabletennis
3.367,3.736,-1.528,1.003,6.681,6.794,1.438,8.388,8.595,tabletennis
3.202,3.869,-1.802,0.934,6.679,6.655,1.568,8.32,8.745,tabletennis
3.202,4.053,-2.283,0.937,6.39,6.521,1.234,8.054,8.647,tabletennis
3.13,4.183,-2.886,0.965,6.139,6.214,0.688,7.439,8.335,tabletennis
3.116,4.314,-3.296,0.992,5.91,6.414,0.187,6.507,7.95,tabletennis
3.388,4.314,-3.445,1.021,5.727,6.36,-0.25,5.551,7.629,tabletennis
3.725,4.343,-3.445,1.076,5.601,6.342,-0.783,4.822,7.397,tabletennis
3.952,4.371,-3.863,1.168,5.515,6.324,-1.581,4.421,7.205,tabletennis
4.172,4.5,-3.764,1.203,5.467,6.333,-2.561,4.347,6.908,tabletennis
4.515,4.762,-4.021,1.186,5.418,6.369,-3.765,4.464,6.306,tabletennis
4.804,5.098,-4.264,1.12,5.406,6.381,-4.83,4.73,5.861,tabletennis
5.07,5.434,-4.578,1.016,5.407,6.425,-5.443,4.823,5.588,tabletennis
5.283,5.756,-5.001,0.94,5.389,6.498,-5.522,4.726,5.449,tabletennis
5.456,5.958,-5.374,0.927,5.309,6.613,-5.291,4.41,5.209,tabletennis
5.66,6.109,-5.62,1.025,5.139,6.724,-4.954,4.008,4.718,tabletennis
5.994,6.297,-5.831,1.172,5.049,6.814,-4.492,3.765,4.186,tabletennis
6.415,6.542,-6.035,1.328,5.088,7.113,-3.989,3.828,3.73,tabletennis
6.817,6.711,-6.152,1.431,5.039,7.293,-3.37,4.104,3.497,tabletennis
6.966,6.958,-6.257,1.48,4.915,7.399,-2.624,4.498,3.43,tabletennis
6.92,7.306,-6.409,1.428,4.834,7.415,-1.79,5.112,3.259,tabletennis
7.002,7.651,-6.627,1.344,4.828,7.494,-0.909,6.762,3.804,tabletennis
7.102,7.95,-6.85,1.332,4.881,7.626,-0.721,10.075,6.656,tabletennis
6.973,8.059,-7.083,1.294,5.08,7.657,-2.229,12.487,12.382,tabletennis
6.64,8.103,-7.448,1.177,5.549,7.701,-4.618,11.751,15.168,tabletennis
6.372,8.067,-7.954,1.064,6.195,7.664,-5.8,11.016,13.651,tabletennis
6.232,7.788,-8.359,1.01,7.129,7.697,-6.106,10.078,10.596,tabletennis
5.947,7.363,-8.543,1.109,8.177,8.124,-4.062,8.393,6.592,tabletennis
5.51,6.896,-8.534,1.208,8.496,8.474,-1.115,6.395,3.506,tabletennis
5.082,6.404,-8.466,1.259,7.615,8.516,-0.928,5.25,2.877,tabletennis
4.696,5.842,-8.501,1.241,6.309,8.744,1.58,5.157,3.595,tabletennis
4.161,5.169,-8.742,1.051,5.545,9.207,2.37,5.77,3.712,tabletennis
3.412,4.252,-9.313,0.663,5.63,9.556,2.392,5.653,3.285,tabletennis
2.365,2.867,-10.033,0.219,6.139,9.629,1.919,6.807,2.989,tabletennis
1.021,1.344,-10.773,-0.171,6.552,9.477,0.754,8.198,2.989,tabletennis
-0.242,-0.044,-11.428,-0.508,6.628,9.251,-0.724,9.321,2.816,tabletennis
-0.816,-0.8,-12.052,-0.785,6.363,9.066,-2.06,9.895,2.84,tabletennis
-0.741,-1.028,-12.598,-1.009,5.922,8.841,-3.387,10.088,2.762,tabletennis
-0.577,-1,-12.932,-1.232,5.52,8.525,-4.512,10.259,2.381,tabletennis
-0.634,-0.767,-13.112,-1.471,5.276,8.355,-5.127,10.274,1.979,tabletennis
-0.739,-0.183,-13.336,-1.684,5.118,8.304,-4.992,10.001,1.759,tabletennis
-0.668,0.558,-13.454,-1.895,4.931,8.286,-4.44,9.547,1.633,tabletennis
-0.334,1.231,-13.405,-2.138,4.73,8.289,-3.868,9.208,1.469,tabletennis
0.336,1.749,-13.202,-2.392,4.583,8.232,-3.256,9.145,1.484,tabletennis
1.228,2.045,-12.902,-2.605,4.524,8.086,-2.531,9.264,1.822,tabletennis
2.221,2.266,-12.678,-2.715,4.502,7.869,-1.709,9.463,2.193,tabletennis
3.304,2.507,-12.719,-2.787,4.508,7.67,-0.928,9.644,2.355,tabletennis
4.259,2.731,-12.847,-2.822,4.527,7.452,-0.314,9.797,2.418,tabletennis
4.84,2.846,-12.981,-2.873,4.593,7.254,-0.025,9.856,2.47,tabletennis
5.262,2.826,-13.295,-2.938,4.656,7.084,-0.229,9.773,2.458,tabletennis
5.786,2.981,-13.748,-2.995,4.67,6.93,-0.764,9.591,2.37,tabletennis
6.111,3.117,-14.241,-3.049,4.757,6.832,-1.478,9.357,2.328,tabletennis
6.444,3.121,-14.696,-3.184,4.883,6.783,-2.198,9.161,2.274,tabletennis
7.033,3.13,-15.452,-3.421,4.99,6.839,-2.813,9.042,2.306,tabletennis
7.033,3.13,-15.452,-3.639,5.04,6.898,-3.305,8.948,2.446,tabletennis
7.211,3.396,-16.054,-3.68,5.042,6.91,-3.681,8.845,2.534,tabletennis
7.14,3.828,-16.753,-3.607,5.078,6.88,-3.972,8.777,2.433,tabletennis
6.712,4.335,-17.285,-3.546,5.165,6.943,-4.181,8.746,2.294,tabletennis
6.27,4.996,-17.62,-3.502,5.225,7.088,-4.323,8.709,2.247,tabletennis
5.978,5.878,-17.663,-3.488,5.255,7.221,-4.469,8.642,2.337,tabletennis
5.766,6.63,-17.352,-3.487,5.277,7.379,-4.629,8.564,2.433,tabletennis
5.555,7.058,-16.739,-3.5,5.304,7.519,-4.69,8.529,2.494,tabletennis
5.235,7.007,-15.82,-3.478,5.313,7.647,-4.573,8.517,2.622,tabletennis
4.818,6.379,-14.587,-3.43,5.398,7.734,-4.367,8.513,2.78,tabletennis
4.216,5.531,-13.175,-3.425,5.581,7.649,-4.196,8.462,2.936,tabletennis
4.141,4.696,-11.504,-3.462,5.776,7.518,-4.064,8.374,2.977,tabletennis
4.005,3.84,-9.711,-3.542,5.879,7.403,-3.898,8.323,2.99,tabletennis
2.874,3.433,-7.447,-3.721,5.817,7.39,-3.741,8.335,3.011,tabletennis
3.657,2.523,-5.842,-3.995,5.629,7.479,-3.535,8.438,3.055,tabletennis
4.447,2.613,-5.203,-4.27,5.484,7.479,-3.139,8.604,3.166,tabletennis
4.04,2.355,-4.258,-4.533,5.499,7.379,-2.546,8.763,3.231,tabletennis
3.037,2.38,-3.371,-4.694,5.616,7.262,-2.031,8.844,3.212,tabletennis
2.758,2.532,-2.674,-4.755,5.62,7.201,-1.733,8.877,3.023,tabletennis
2.776,2.702,-2.18,-4.741,5.525,7.242,-1.67,8.941,2.78,tabletennis
2.753,2.703,-1.669,-4.681,5.424,7.305,-1.864,9.026,2.618,tabletennis
2.574,2.532,-1.183,-4.724,5.429,7.271,-2.326,9.14,2.423,tabletennis
2.52,2.394,-0.977,-4.82,5.541,7.18,-2.813,9.284,2.133,tabletennis
2.616,2.403,-0.954,-4.93,5.668,7.021,-3.051,9.482,1.911,tabletennis
2.823,2.497,-1.107,-5.065,5.76,6.804,-3.162,9.588,1.864,tabletennis
2.98,2.656,-1.324,-5.136,5.855,6.515,-3.172,9.641,1.976,tabletennis
3.151,2.812,-1.535,-4.998,5.946,6.209,-2.941,9.671,2.373,tabletennis
3.263,2.914,-1.798,-4.714,6.027,5.97,-2.553,9.506,2.958,tabletennis
3.371,2.931,-2.114,-4.451,6.075,5.833,-2.188,9.118,3.466,tabletennis
3.476,2.95,-2.352,-4.276,6.134,5.685,-1.841,8.656,3.707,tabletennis
3.627,3.033,-2.492,-4.166,6.189,5.547,-1.517,8.294,3.74,tabletennis
4.065,3.194,-2.538,-4.058,6.209,5.422,-1.31,8.107,3.721,tabletennis
4.714,3.336,-2.563,-3.974,6.124,5.357,-1.383,8.115,3.798,tabletennis
5.394,3.534,-2.673,-3.909,5.99,5.371,-1.72,8.315,4.004,tabletennis
6.103,3.672,-2.855,-3.815,5.883,5.358,-2.163,8.775,4.368,tabletennis
6.68,3.741,-3.014,-3.709,5.829,5.346,-2.666,9.343,4.748,tabletennis
7.023,3.796,-3.242,-3.598,5.814,5.375,-3.111,9.822,5.284,tabletennis
7.162,3.96,-3.533,-3.517,5.801,5.38,-2.988,9.865,6.08,tabletennis
7.315,4.044,-3.798,-3.524,5.774,5.361,-2.242,9.294,6.576,tabletennis
7.479,3.988,-4.124,-3.601,5.732,5.246,-1.392,8.6,6.755,tabletennis
7.562,4.001,-4.642,-3.667,5.726,5.067,-0.578,7.945,6.955,tabletennis
7.648,4.131,-5.114,-3.644,5.727,4.769,0.081,7.429,7.125,tabletennis
7.812,4.192,-5.25,-3.523,5.685,4.543,0.138,6.916,7.225,tabletennis
7.865,3.99,-5.131,-3.354,5.592,4.499,-0.417,6.487,7.242,tabletennis
7.687,3.622,-4.926,-3.221,5.499,4.588,-1.311,6.164,7.326,tabletennis
7.4,3.269,-4.861,-3.183,5.532,4.732,-2.187,5.867,7.493,tabletennis
7.196,3.001,-4.944,-3.309,5.692,4.942,-2.903,5.652,7.694,tabletennis
7.14,2.892,-5.222,-3.585,5.921,5.125,-3.354,5.534,7.879,tabletennis
7.288,3.055,-5.631,-3.839,6.121,5.201,-3.572,5.63,8.162,tabletennis
7.485,3.263,-6.173,-3.906,6.223,5.253,-3.695,5.854,8.57,tabletennis
7.62,3.145,-6.749,-3.758,6.293,5.224,-3.734,5.634,8.837,tabletennis
7.661,2.817,-7.201,-3.366,6.542,4.878,-3.305,4.849,8.455,tabletennis
7.661,2.506,-7.38,-2.86,6.879,4.438,-2.597,3.808,7.18,tabletennis
7.584,2.318,-7.338,-2.423,7.129,4.324,-1.75,2.701,4.755,tabletennis
7.441,2.239,-6.955,-2.243,7.304,4.517,-0.903,1.68,1.724,tabletennis
7.236,2.194,-6.472,-2.376,7.524,4.798,-0.345,1.952,-0.399,tabletennis
7.052,2.247,-6.008,-2.704,7.788,5.114,-0.327,4.324,0.168,tabletennis
7.049,2.376,-5.583,-3.081,8.021,5.471,-0.391,7.894,3.129,tabletennis
7.126,2.628,-5.375,-3.408,8.188,5.862,-0.643,11.104,8.279,tabletennis
7.3,2.898,-5.455,-3.515,8.235,6.261,-1.401,11.945,12.13,tabletennis
7.463,3.008,-5.768,-3.225,8.327,6.245,-2.476,12.167,11.246,tabletennis
7.638,2.709,-5.989,-2.747,8.503,5.915,-3.417,11.539,7.666,tabletennis
8.094,1.935,-5.723,-2.316,8.686,5.725,-2.993,9.919,4.981,tabletennis
8.921,0.929,-4.972,-2.033,8.77,5.833,-2.184,8.152,5.205,tabletennis
9.887,-0.006,-3.94,-1.93,8.768,6.097,-1.572,6.682,5.35,tabletennis
10.806,-0.703,-3.147,-1.988,8.71,6.355,-0.892,5.872,4.185,tabletennis
11.768,-0.879,-2.95,-2.176,8.568,6.561,-0.74,6.179,3.766,tabletennis
11.685,-0.575,-3.432,-2.409,8.387,6.731,-0.889,6.966,3.414,tabletennis
11.2,-0.138,-4.966,-2.52,8.183,6.868,-1.147,7.772,3.375,tabletennis
11.046,0.169,-6.604,-2.397,7.898,7.057,-2.163,8.505,3.365,tabletennis
11.322,0.219,-7.971,-2.115,7.624,7.108,-3.434,9.294,2.846,tabletennis
13.007,0.773,-9.008,-1.785,7.541,6.864,-4.351,9.823,2.655,tabletennis
14.141,2.234,-9.621,-1.499,7.629,6.566,-5.277,9.926,2.513,tabletennis
14.357,4.25,-9.765,-1.268,7.807,6.482,-6.358,9.646,2.377,tabletennis
13.818,6.191,-10.153,-1.124,7.973,6.636,-7.302,9.044,2.513,tabletennis
12.645,8.051,-10.284,-1.069,8.037,6.926,-7.586,8.446,2.586,tabletennis
10.652,9.773,-10.256,-1.199,7.922,7.278,-7.021,8.024,2.714,tabletennis
8.007,11.038,-10.623,-1.55,7.646,7.543,-6.123,7.871,2.78,tabletennis
5.124,11.705,-11.332,-1.906,7.451,7.518,-5.471,8.049,2.843,tabletennis
2.563,11.535,-11.724,-2.179,7.351,7.372,-5.234,8.419,2.954,tabletennis
1.228,10.29,-11.535,-2.465,7.201,7.384,-5.424,8.758,3.014,tabletennis
1.645,8.558,-11.24,-2.859,6.983,7.518,-5.801,8.982,2.963,tabletennis
3.008,6.792,-10.888,-3.244,6.768,7.673,-6.048,9.066,2.945,tabletennis
4.275,5.93,-10.912,-3.533,6.553,7.848,-5.988,9.035,3.012,tabletennis
4.83,7.221,-11.653,-3.676,6.361,8.101,-5.612,8.91,3.084,tabletennis
4.909,9.778,-12.878,-3.64,6.163,8.291,-5.069,8.697,3.162,tabletennis
5.009,11.984,-13.745,-3.64,5.932,8.183,-4.459,8.478,3.185,tabletennis
4.52,13.203,-14.249,-3.098,5.738,7.964,-3.796,8.352,3.15,tabletennis
3.508,13.47,-14.645,-3.072,5.618,7.879,-3.206,8.377,3.169,tabletennis
2.885,13.248,-14.887,-2.786,5.573,7.926,-2.721,8.505,3.148,tabletennis
3.257,12.889,-14.72,-2.667,5.266,7.91,-2.324,8.718,3.004,tabletennis
4.234,12.576,-14.178,-2.567,5.497,7.764,-2.047,8.941,2.877,tabletennis
4.901,12.195,-13.903,-2.382,5.383,7.602,-1.937,9.147,2.819,tabletennis
4.992,11.881,-13.647,-2.087,5.316,7.507,-1.961,9.301,2.8,tabletennis
4.617,11.817,-13.099,-1.739,5.318,7.507,-2.057,9.347,2.891,tabletennis
3.59,11.812,-12.669,-1.399,5.333,7.491,-2.157,9.25,3.035,tabletennis
2.516,12.469,-13.925,-1.197,5.261,7.442,-2.205,9.057,3.196,tabletennis
0.995,12.473,-7.308,-1.156,5.15,7.321,-2.131,8.794,3.4,tabletennis
-0.394,10.867,-10.248,-1.197,5.102,7.141,-1.875,8.519,3.627,tabletennis
0.487,11.989,-8.742,-1.311,5.191,6.932,-1.507,8.262,3.768,tabletennis
2.713,9.324,-6.913,-1.53,5.458,6.723,-1.202,8.098,3.923,tabletennis
3.751,7.805,-5.624,-1.794,5.889,6.476,-1.056,8.042,4.074,tabletennis
3.238,7.324,-5.104,-2.014,6.355,6.229,-1.161,8.072,4.265,tabletennis
1.994,6.37,-4.472,-2.161,6.765,6.062,-1.502,8.128,4.483,tabletennis
0.711,5.431,-3.809,-2.296,7.112,6.026,-1.956,8.145,4.659,tabletennis
-0.236,4.695,-3.267,-2.472,7.325,5.997,-2.442,8.051,4.748,tabletennis
-0.792,3.93,-2.83,-2.659,7.427,5.92,-2.923,7.921,4.876,tabletennis
-0.88,3.481,-2.618,-2.834,7.606,5.794,-3.172,7.812,5.122,tabletennis
-0.474,3.462,-2.503,-2.963,7.869,5.697,-3.105,7.816,5.235,tabletennis
0.474,3.561,-2.343,-3.048,8.133,5.539,-2.897,7.932,5.254,tabletennis
1.648,3.522,-2.185,-3.021,8.308,5.391,-2.539,8.179,5.352,tabletennis
2.594,3.4,-2.114,-2.927,8.361,5.334,-2.145,8.414,5.58,tabletennis
3.029,3.327,-2.264,-2.807,8.3,5.368,-1.796,8.553,5.891,tabletennis
3.093,3.399,-2.656,-2.647,8.201,5.359,-1.489,8.602,6.311,tabletennis
2.983,3.581,-3.263,-2.484,8.079,5.282,-1.161,8.522,6.723,tabletennis
2.877,3.755,-3.836,-2.321,7.976,5.239,-1.079,8.352,6.912,tabletennis
2.884,3.894,-4.414,-2.198,7.851,5.215,-0.603,8.046,6.925,tabletennis
2.994,4.086,-5.021,-2.142,7.72,5.204,-0.255,8.161,6.874,tabletennis
3.166,4.288,-5.521,-2.13,7.683,5.127,-0.232,7.975,6.896,tabletennis
3.382,4.417,-5.804,-2.09,7.752,4.987,-0.492,7.796,6.825,tabletennis
3.474,4.421,-5.926,-1.99,7.875,4.853,-0.934,7.627,6.518,tabletennis
3.182,4.328,-6.244,-1.823,7.995,4.809,-1.574,7.396,6.718,tabletennis
2.823,4.401,-6.837,-1.644,8.07,4.83,-2.342,7.009,6.557,tabletennis
2.789,4.702,-7.609,-1.453,8.101,4.879,-3.032,6.524,6.499,tabletennis
3.142,4.952,-8.432,-1.301,8.112,4.921,-3.221,6.128,6.164,tabletennis
3.64,5.037,-9.072,-1.174,8.091,4.919,-3.045,5.837,5.875,tabletennis
3.901,4.954,-9.372,-1.075,8.03,4.925,-2.673,5.555,5.553,tabletennis
3.655,4.739,-9.383,-0.948,7.945,4.883,-2.01,5.393,5.322,tabletennis
3.177,4.407,-9.082,-0.734,7.915,4.787,-1.293,5.298,5.327,tabletennis
2.788,4.017,-8.623,-0.464,7.877,4.705,-0.718,5.104,5.46,tabletennis
2.751,3.488,-8.133,-0.174,7.825,4.635,-0.378,4.802,5.574,tabletennis
2.977,2.574,-7.831,0.089,7.775,4.548,-0.251,4.393,5.498,tabletennis
3.078,1.526,-7.98,0.271,7.715,4.399,-0.211,4.037,5.201,tabletennis
3.132,0.775,-8.435,0.324,7.581,4.221,0.017,3.925,4.794,tabletennis
3.401,0.393,-8.922,0.237,7.435,4.1,0.576,4.526,4.424,tabletennis
3.845,0.455,-9.288,0.019,7.293,4.021,1.168,6.021,4.701,tabletennis
4.298,0.842,-9.538,-0.219,7.174,3.934,1.126,7.933,5.91,tabletennis
4.596,1.325,-9.573,-0.351,7.074,3.819,0.154,10.162,8.246,tabletennis
4.604,1.52,-9.257,-0.341,7.001,3.728,-1.647,11.519,11.225,tabletennis
4.11,1.317,-8.738,-0.211,6.964,3.658,-3.31,11.617,12.996,tabletennis
3.389,1.135,-8.49,-0.018,6.953,3.608,-4.493,10.868,12.249,tabletennis
2.993,1.391,-8.914,0.138,6.87,3.573,-4.884,9.161,8.699,tabletennis
2.868,2.046,-9.969,0.217,6.673,3.481,-4.126,7.309,4.168,tabletennis
3.031,2.65,-10.822,0.287,6.443,3.335,-2.884,6.319,1.528,tabletennis
3.401,3.127,-10.976,0.328,6.334,3.306,-1.669,6.108,0.903,tabletennis
3.488,3.511,-10.56,0.28,6.504,3.534,-0.832,6.319,1.137,tabletennis
3.157,3.765,-10.016,0.051,6.788,3.78,-0.828,6.829,1.574,tabletennis
2.545,3.822,-9.67,-0.342,7.009,3.916,-1.721,7.708,2.033,tabletennis
1.829,3.513,-9.364,-0.783,7.069,3.885,-3.075,8.723,2.076,tabletennis
1.24,3.109,-9.175,-1.237,6.868,3.754,-4.19,9.695,1.65,tabletennis
0.931,2.798,-8.853,-1.556,6.381,3.63,-4.849,10.475,1.67,tabletennis
0.942,2.546,-8.284,-1.932,5.881,3.789,-5.174,10.934,2.091,tabletennis
1.122,2.395,-7.76,-2.454,5.617,4.281,-4.911,11.022,2.091,tabletennis
1.375,2.215,-7.445,-2.454,5.617,4.281,-3.942,10.823,1.634,tabletennis
1.493,1.578,-7.239,-3.19,5.696,4.921,-2.508,10.448,1.338,tabletennis
1.221,0.582,-7.184,-4.015,5.956,5.376,-1.196,10.032,1.474,tabletennis
0.935,-0.399,-7.271,-4.732,6.232,5.544,-0.18,9.735,1.852,tabletennis
0.666,-0.996,-7.337,-5.59,6.397,5.746,0.584,9.606,2.266,tabletennis
0.492,-1.041,-7.462,-6.71,6.519,6.07,0.903,9.646,2.611,tabletennis
0.506,-0.82,-7.642,-7.916,6.732,6.297,0.684,9.762,2.8,tabletennis
0.577,-0.487,-7.831,-9.136,6.928,6.527,-0.081,9.861,2.854,tabletennis
0.199,-0.059,-8.268,-10.062,6.95,7.038,-1.316,9.828,2.83,tabletennis
-0.572,0.543,-8.997,-10.5,6.628,7.702,-2.707,9.695,2.668,tabletennis
